Age,Gender,Civil Status,Religion,Educational Attainment,Barangay,Type of Current Offense,Prior Convictions,Juvenile Records,History of Incarceration,Length of Current Sentence (yrs),Time Served (yrs),Reoffense Nature,Time to Reoffend (mos),Infractions Count,Infractions Type,Jail Behavior Rating,Solitary Time (days),Jail Duties,Rehab Programs,Religious Activities,Group Recreation,Psych Assessment Result,Personality Disorders,Conflict in Jail,Impulsivity,Manipulativeness,Aggression,Remorse,Law Belief,Rehab Attitude,Gang Affiliation,Peer Influence,Friends w/ Record,Peer Type,Living Before Arrest,Education in Jail,Vocational Training,Therapy Attendance,Substance Abuse,Drug Rehab,Family Support,Family Relationship,Domestic Trauma,Marital Quality,Dependents,Family Reunification Intent,Pre-Jail Education,Job History,Income Level,Homelessness,Access to Needs,Juvenile Street Living,Release Date,Parole Status,Job After Release,NGO Support,Post-Release Housing,Post-Release Programs,Reoffend Time (mos),Reoffense Type
18,Female,Single,Muslim,Graduate,Jasaan,Robbery,3 - Illegal Drugs,Yes,Yes,4,1.1,Escalation,6,3,Verbal Threats,Fair,25,No,No,No,None,High,None,No,Low,Moderate,Moderate,Some,Low,Willing,Yes,No,3,Prosocial,With Peers,Yes,No,Yes,Alcohol,Yes,Frequent,Absent,No,,3,Yes,Graduate,Factory,None,No,None,No,11/28/2024,Completed,Employed,No,Halfway House,Yes,6,Robbery
43,Male,Married,Catholic,Vocational,Gatmaitan,Illegal Drugs,1 - Fraud,Yes,Yes,1,0.7,None,,3,Fighting,Poor,4,No,No,Yes,Sports,Very High,Schizoid,No,High,Moderate,Moderate,No,Moderate,Cooperative,No,Yes,3,Antisocial,Alone,Yes,Yes,Yes,Drugs,No,Occasional,Strained,No,,3,No,Vocational,Unemployed,Low,No,Irregular,Yes,10/22/2024,None,Unemployed,Yes,Homeless,No,,
62,Male,Single,Iglesia,High School,Malinao,Assault,0 - Assault,No,No,5,4.3,None,,5,Verbal Threats,Good,4,No,No,No,Art Therapy,Very High,Schizoid,Yes,Low,Moderate,Low,Some,High,Willing,No,Yes,4,Antisocial,With Family,No,No,Yes,None,Yes,Frequent,Strong,Yes,Good,0,No,High School,Unemployed,Medium,Yes,Irregular,No,9/13/2023,None,Employed,Yes,Renting,No,,
49,Female,Married,Iglesia,College,Alipit,Assault,2 - Illegal Drugs,No,Yes,5,0.6,Same,11,4,Fighting,Good,20,Yes,Yes,No,None,Very High,Schizoid,Yes,High,Low,Moderate,Yes,High,Cooperative,Yes,Yes,2,Prosocial,With Peers,No,No,No,Both,No,Frequent,Strained,No,,4,No,College,Factory,None,Yes,None,No,11/20/2024,None,Unemployed,No,With Family,No,11,Assault
22,Female,Widowed,Muslim,High School,Bagumbayan,Homicide,2 - Illegal Drugs,Yes,Yes,15,1.3,None,,3,Contraband,Poor,4,Yes,No,No,Art Therapy,Very High,Narcissistic,No,High,Low,High,No,High,Cooperative,No,Yes,5,Prosocial,With Peers,No,Yes,Yes,Drugs,Yes,Occasional,Strong,No,,4,Yes,High School,Clerk,Medium,Yes,Regular,No,12/28/2021,Completed,Unemployed,No,Halfway House,No,,
55,Female,Separated,Catholic,Vocational,Pagsawitan,Fraud,0 - Estafa,Yes,Yes,14,9.7,None,,2,None,Good,27,Yes,Yes,Yes,Art Therapy,Very High,Schizoid,No,Low,Moderate,High,Yes,Low,Willing,No,Yes,2,Antisocial,With Family,No,No,Yes,Alcohol,Yes,Occasional,Strong,Yes,,3,No,Vocational,Retail,High,No,Irregular,Yes,9/7/2020,None,Unemployed,Yes,Halfway House,Yes,,
19,Male,Married,Christian,Graduate,Malinao,Assault,2 - Illegal Drugs,Yes,No,9,5.5,Same,5,0,Contraband,Fair,14,No,No,Yes,Art Therapy,Very High,Antisocial,Yes,Low,Moderate,Low,Yes,Low,Resistant,Yes,Yes,5,Antisocial,Alone,Yes,No,Yes,Both,No,None,Absent,Yes,,0,Yes,Graduate,Clerk,None,Yes,None,Yes,8/13/2023,Parole,Unemployed,No,Renting,Yes,5,Assault
62,Male,Widowed,Iglesia,Graduate,Santo Angel,Homicide,2 - Robbery,Yes,No,14,12.6,None,,5,Verbal Threats,Fair,3,Yes,No,Yes,None,Moderate,Antisocial,Yes,Moderate,High,Moderate,Some,Low,Cooperative,No,Yes,5,Prosocial,With Peers,Yes,Yes,Yes,None,Yes,None,Absent,No,Good,0,Yes,Graduate,Clerk,None,No,None,Yes,5/9/2023,Completed,Employed,Yes,Renting,Yes,,
36,Female,Widowed,Iglesia,Graduate,Santo Angel,Theft,0 - Theft,Yes,Yes,6,2.5,Escalation,18,5,Verbal Threats,Fair,26,No,Yes,Yes,Art Therapy,Very High,Narcissistic,No,Moderate,High,Moderate,Some,High,Cooperative,Yes,Yes,5,Antisocial,Alone,Yes,No,No,Both,Yes,None,Strained,No,,0,Yes,Graduate,Retail,High,Yes,Irregular,No,2/9/2020,None,Unemployed,Yes,Renting,No,18,Theft
51,Male,Separated,Christian,Vocational,San Juan,Homicide,3 - Illegal Drugs,Yes,Yes,11,10.3,None,,3,None,Good,2,No,No,Yes,Art Therapy,High,None,Yes,High,High,Moderate,Some,Low,Cooperative,No,No,4,Prosocial,With Family,No,No,No,None,No,None,Absent,Yes,Good,3,No,Vocational,Unemployed,None,Yes,None,No,9/7/2024,None,Unemployed,No,Halfway House,Yes,,
32,Female,Widowed,None,College,Labuin,Estafa,2 - Homicide,No,Yes,2,1.6,Same,1,2,Contraband,Poor,30,No,No,Yes,Sports,Moderate,Narcissistic,Yes,High,High,High,Some,Low,Willing,Yes,Yes,0,Prosocial,Alone,No,Yes,No,None,No,Frequent,Absent,Yes,Poor,3,Yes,College,Retail,None,Yes,None,No,8/17/2024,Parole,Employed,Yes,With Family,No,1,Estafa
60,Female,Separated,Iglesia,College,Malinao,Homicide,1 - Assault,No,No,5,2.5,Same,9,3,Contraband,Poor,17,No,Yes,Yes,Sports,High,Antisocial,Yes,High,High,Low,No,High,Resistant,No,Yes,2,Prosocial,Homeless,No,No,Yes,None,Yes,Occasional,Strong,Yes,,0,Yes,College,Construction,Low,No,None,No,1/23/2021,Completed,Employed,Yes,Halfway House,No,9,Homicide
24,Male,Separated,Christian,College,Aplaya,Fraud,2 - Homicide,Yes,No,7,3.2,None,,2,Verbal Threats,Good,23,No,Yes,No,Sports,High,Schizoid,Yes,High,Low,Moderate,Some,Low,Resistant,Yes,Yes,1,Antisocial,Homeless,Yes,No,No,Drugs,Yes,Frequent,Absent,No,Good,2,No,College,Clerk,Low,Yes,Regular,No,1/25/2024,None,Unemployed,No,Halfway House,Yes,,
63,Female,Married,Christian,College,Santo Angel,Fraud,1 - Estafa,No,Yes,6,1.7,Same,22,2,Contraband,Fair,6,No,Yes,Yes,None,High,Narcissistic,Yes,High,High,High,Yes,Low,Resistant,No,No,0,Prosocial,With Peers,No,Yes,No,Both,No,Frequent,Strained,Yes,Poor,4,Yes,College,Unemployed,Low,Yes,None,Yes,11/21/2021,Parole,Unemployed,Yes,Renting,No,22,Fraud
59,Male,Married,Catholic,Vocational,Patimbao,Assault,0 - Theft,Yes,Yes,3,2.5,None,,0,Fighting,Fair,13,No,No,No,Art Therapy,High,None,No,High,Low,High,Yes,High,Resistant,Yes,Yes,5,Antisocial,With Peers,Yes,No,No,None,No,Occasional,Strained,No,,0,No,Vocational,Odd Jobs,Low,Yes,None,No,5/21/2024,Parole,Unemployed,No,With Family,Yes,,
25,Male,Single,None,College,Calios,Robbery,0 - Assault,Yes,No,4,1.9,None,,4,Fighting,Good,5,Yes,No,Yes,Sports,Moderate,Schizoid,Yes,High,Moderate,High,No,Low,Willing,Yes,No,0,Antisocial,Homeless,No,No,Yes,Alcohol,Yes,Occasional,Absent,Yes,Good,2,No,College,Retail,Medium,No,None,Yes,10/12/2024,Completed,Unemployed,Yes,With Family,No,,
33,Male,Separated,Muslim,High School,Gatmaitan,Homicide,2 - Estafa,No,No,6,4.8,Escalation,36,0,Fighting,Poor,19,Yes,No,Yes,None,Moderate,Antisocial,Yes,High,Low,Low,No,High,Cooperative,No,Yes,0,Prosocial,Homeless,Yes,No,No,Alcohol,No,Frequent,Strained,Yes,Poor,2,Yes,High School,Clerk,Low,Yes,None,Yes,3/6/2023,None,Employed,No,Halfway House,Yes,36,Homicide
32,Female,Married,Catholic,High School,San Juan,Illegal Drugs,0 - Homicide,Yes,No,7,3.6,Escalation,3,0,Contraband,Good,22,No,No,Yes,Art Therapy,Very High,Antisocial,Yes,High,Moderate,Moderate,Yes,High,Willing,No,No,3,Prosocial,With Family,Yes,No,Yes,Alcohol,Yes,None,Absent,No,Good,1,Yes,High School,Odd Jobs,Medium,Yes,None,Yes,6/24/2023,Parole,Unemployed,No,Homeless,Yes,3,Illegal Drugs
55,Male,Separated,Catholic,Elementary,Pagsawitan,Illegal Drugs,1 - Illegal Drugs,Yes,Yes,1,0.6,Same,34,3,Verbal Threats,Poor,23,No,Yes,Yes,Art Therapy,Very High,Narcissistic,Yes,Low,Moderate,High,Yes,High,Cooperative,No,Yes,5,Prosocial,Homeless,Yes,Yes,No,Both,Yes,Frequent,Strong,Yes,,4,No,Elementary,Odd Jobs,None,Yes,Irregular,Yes,9/25/2024,Parole,Employed,No,Renting,Yes,34,Illegal Drugs
61,Female,Separated,Muslim,None,Patimbao,Robbery,3 - Illegal Drugs,No,No,6,3.7,None,,5,Verbal Threats,Fair,4,No,No,Yes,Sports,High,Schizoid,No,Moderate,Low,Low,No,High,Cooperative,Yes,Yes,3,Antisocial,With Peers,No,No,Yes,Alcohol,No,None,Absent,No,Poor,4,No,None,Factory,Medium,No,None,No,7/18/2021,None,Unemployed,Yes,Halfway House,No,,
34,Female,Widowed,Iglesia,Graduate,Gatmaitan,Fraud,0 - Homicide,Yes,No,13,9.2,Same,7,1,None,Fair,25,Yes,Yes,No,None,Low,None,Yes,Moderate,High,Moderate,Yes,Low,Willing,Yes,No,0,Antisocial,Homeless,No,No,Yes,Alcohol,No,Occasional,Strong,Yes,,4,No,Graduate,Odd Jobs,None,Yes,None,Yes,6/8/2020,None,Employed,Yes,With Family,No,7,Fraud
43,Female,Separated,Iglesia,College,San Pablo Norte,Robbery,0 - Homicide,Yes,Yes,9,2.9,None,,4,Contraband,Fair,30,No,Yes,Yes,Art Therapy,Very High,Schizoid,Yes,Moderate,Low,Moderate,No,Low,Resistant,Yes,No,2,Antisocial,With Peers,No,No,No,Both,Yes,Occasional,Strained,No,,0,No,College,Unemployed,Medium,Yes,Irregular,Yes,6/14/2021,Completed,Employed,No,Renting,No,,
23,Female,Widowed,Catholic,College,Malinao,Illegal Drugs,3 - Assault,No,Yes,15,8.8,Same,13,3,Fighting,Good,23,Yes,No,Yes,Sports,Moderate,BPD,No,Low,Low,Low,Yes,High,Resistant,No,Yes,4,Antisocial,Homeless,No,No,No,Drugs,No,Frequent,Absent,No,Poor,1,Yes,College,Unemployed,High,No,None,Yes,6/13/2024,None,Employed,No,With Family,No,13,Illegal Drugs
38,Male,Single,Christian,Vocational,Labuin,Theft,2 - Assault,No,Yes,9,2.7,Escalation,31,4,Contraband,Fair,5,No,No,Yes,Art Therapy,High,Antisocial,No,Moderate,Moderate,Low,No,Low,Resistant,Yes,Yes,5,Prosocial,Alone,No,No,Yes,Alcohol,Yes,Occasional,Strong,Yes,Poor,3,Yes,Vocational,Clerk,Medium,No,Irregular,No,10/2/2024,Completed,Employed,Yes,With Family,Yes,31,Theft
34,Female,Single,Iglesia,Graduate,San Juan,Assault,2 - Assault,No,No,1,0.7,Escalation,13,4,Fighting,Fair,11,No,No,No,Sports,Very High,Schizoid,No,Moderate,High,Low,Yes,High,Willing,No,No,0,Antisocial,Alone,No,Yes,No,Drugs,No,None,Strained,No,Poor,3,No,Graduate,Clerk,High,No,Regular,Yes,3/24/2020,Parole,Unemployed,Yes,Renting,Yes,13,Assault
43,Male,Single,Catholic,Vocational,Alipit,Theft,0 - Fraud,No,Yes,2,0.9,Same,6,5,None,Fair,7,Yes,No,No,None,Moderate,BPD,Yes,Low,Low,High,Some,Moderate,Willing,No,No,4,Prosocial,Alone,Yes,No,No,Drugs,No,Occasional,Absent,Yes,Good,3,No,Vocational,Construction,High,No,Regular,No,1/17/2020,Parole,Unemployed,No,Homeless,Yes,6,Theft
62,Female,Separated,Muslim,None,Aplaya,Estafa,2 - Robbery,Yes,Yes,9,3.7,Escalation,36,3,None,Good,5,No,No,Yes,Art Therapy,Low,Narcissistic,Yes,High,High,High,No,Moderate,Willing,No,No,1,Antisocial,Alone,Yes,No,Yes,Both,No,Occasional,Absent,No,Good,2,Yes,None,Odd Jobs,None,Yes,Regular,Yes,5/5/2022,None,Unemployed,Yes,Renting,Yes,36,Estafa
27,Male,Separated,Christian,High School,Calios,Assault,3 - Assault,No,Yes,6,0.9,Same,4,2,None,Good,17,No,Yes,Yes,Art Therapy,Very High,None,Yes,High,Low,Moderate,Some,Low,Resistant,Yes,Yes,3,Antisocial,Alone,No,No,No,Drugs,Yes,None,Absent,Yes,,4,Yes,High School,Construction,High,No,Regular,No,11/7/2020,Parole,Employed,No,Halfway House,Yes,4,Assault
28,Female,Single,Iglesia,Elementary,Pagsawitan,Theft,3 - Homicide,Yes,No,13,1.6,Same,32,0,Contraband,Poor,1,Yes,No,Yes,None,Low,BPD,No,Low,Moderate,High,No,Moderate,Willing,Yes,Yes,5,Prosocial,With Peers,Yes,No,Yes,Both,No,None,Strained,No,Good,4,Yes,Elementary,Factory,Medium,No,None,No,10/28/2022,None,Employed,Yes,Renting,No,32,Theft
36,Female,Widowed,Iglesia,None,Aplaya,Homicide,3 - Homicide,Yes,Yes,10,8.6,None,,1,Contraband,Poor,2,No,Yes,No,None,Moderate,Schizoid,No,Moderate,Moderate,High,Some,Low,Cooperative,Yes,Yes,1,Antisocial,With Family,Yes,Yes,No,Alcohol,Yes,Frequent,Absent,No,,3,No,None,Unemployed,Medium,Yes,None,Yes,4/21/2020,Completed,Employed,No,With Family,No,,
53,Female,Widowed,Catholic,College,Bagumbayan,Robbery,0 - Homicide,Yes,No,2,1.9,None,,0,Verbal Threats,Poor,7,No,Yes,Yes,None,Moderate,Schizoid,Yes,High,High,High,Some,High,Cooperative,No,No,5,Prosocial,With Family,Yes,Yes,No,Drugs,Yes,None,Absent,No,Poor,2,No,College,Construction,High,No,None,No,4/19/2024,None,Employed,No,Halfway House,No,,
46,Female,Separated,Catholic,Graduate,Pagsawitan,Assault,0 - Robbery,Yes,No,1,0.7,Same,14,2,Verbal Threats,Poor,26,No,Yes,Yes,Sports,Very High,Antisocial,Yes,Low,Moderate,Moderate,No,Low,Cooperative,No,No,0,Prosocial,Alone,Yes,No,No,Alcohol,No,None,Absent,Yes,,5,No,Graduate,Unemployed,High,Yes,Regular,No,7/14/2022,Parole,Employed,Yes,Homeless,Yes,14,Assault
37,Male,Widowed,None,College,Gatmaitan,Assault,1 - Illegal Drugs,Yes,No,8,6.1,None,,4,Verbal Threats,Good,13,No,No,Yes,Sports,High,None,No,High,High,Low,No,Moderate,Willing,Yes,No,4,Prosocial,Alone,Yes,No,Yes,Both,No,None,Absent,Yes,,4,Yes,College,Odd Jobs,None,No,Irregular,No,2/4/2024,None,Unemployed,No,Halfway House,No,,
30,Female,Widowed,None,Graduate,Pagsawitan,Fraud,2 - Illegal Drugs,No,No,10,1.9,Same,15,1,Contraband,Good,24,Yes,Yes,Yes,Sports,Moderate,Antisocial,Yes,Moderate,High,Low,Some,Moderate,Willing,Yes,No,1,Antisocial,Alone,No,No,Yes,None,No,None,Absent,Yes,Poor,1,Yes,Graduate,Construction,Low,No,Regular,No,2/13/2020,None,Unemployed,No,With Family,Yes,15,Fraud
36,Female,Married,Iglesia,College,Patimbao,Theft,2 - Estafa,Yes,Yes,4,2.3,Escalation,36,5,Verbal Threats,Good,7,No,No,No,Art Therapy,Moderate,None,No,High,Moderate,Moderate,No,Moderate,Cooperative,No,Yes,5,Prosocial,Homeless,Yes,No,Yes,Alcohol,No,Occasional,Absent,Yes,Good,5,No,College,Factory,Low,No,Regular,Yes,5/20/2023,Completed,Unemployed,Yes,Renting,Yes,36,Theft
55,Male,Married,Muslim,Graduate,Patimbao,Robbery,1 - Estafa,Yes,Yes,6,0.9,None,,5,Verbal Threats,Good,10,Yes,Yes,No,Art Therapy,Very High,Antisocial,No,High,High,High,Some,Low,Cooperative,Yes,Yes,1,Antisocial,With Peers,Yes,Yes,Yes,None,No,Frequent,Absent,No,Good,4,No,Graduate,Clerk,Medium,Yes,Irregular,No,3/6/2023,Parole,Employed,Yes,Homeless,Yes,,
35,Female,Married,Christian,Elementary,Santo Angel,Illegal Drugs,3 - Fraud,No,No,14,6.7,Same,28,3,Verbal Threats,Poor,23,No,No,No,None,Low,Schizoid,Yes,Moderate,Moderate,Low,Yes,High,Resistant,No,Yes,4,Prosocial,With Family,Yes,No,No,Both,No,Occasional,Strained,Yes,Poor,2,Yes,Elementary,Clerk,Low,No,None,No,12/17/2020,Parole,Employed,Yes,Homeless,No,28,Illegal Drugs
38,Female,Single,Christian,Vocational,Labuin,Homicide,1 - Estafa,Yes,No,6,4.3,None,,1,Verbal Threats,Good,3,No,No,Yes,None,Very High,Schizoid,Yes,Moderate,High,Moderate,Yes,Low,Willing,Yes,Yes,1,Antisocial,With Family,No,No,No,Both,No,None,Strong,Yes,Good,1,Yes,Vocational,Factory,Medium,Yes,Irregular,No,9/26/2023,Parole,Unemployed,Yes,Renting,No,,
47,Female,Separated,Catholic,College,Labuin,Theft,1 - Robbery,No,Yes,1,0.6,Same,23,0,Fighting,Good,21,No,No,Yes,Sports,Low,Narcissistic,Yes,Low,High,Moderate,No,High,Resistant,Yes,No,5,Prosocial,With Family,Yes,No,No,Drugs,No,Frequent,Strained,Yes,Poor,3,Yes,College,Unemployed,Medium,No,None,No,4/23/2024,Parole,Employed,Yes,With Family,No,23,Theft
64,Female,Separated,None,High School,Bagumbayan,Robbery,2 - Illegal Drugs,No,No,8,6.6,None,,1,Contraband,Good,0,Yes,Yes,No,None,Low,BPD,No,Moderate,Low,Moderate,Some,High,Resistant,Yes,Yes,5,Antisocial,With Peers,No,Yes,No,Drugs,No,Frequent,Strong,No,Poor,3,Yes,High School,Odd Jobs,Low,No,Irregular,No,1/21/2023,Parole,Unemployed,Yes,Homeless,No,,
47,Female,Single,None,High School,Labuin,Homicide,2 - Robbery,Yes,Yes,10,7,Escalation,5,1,Contraband,Good,10,No,Yes,No,Sports,Low,Antisocial,No,High,Low,Moderate,Some,Low,Willing,Yes,No,3,Prosocial,Alone,No,Yes,Yes,Drugs,Yes,Frequent,Strong,No,,0,No,High School,Factory,Low,Yes,Irregular,No,5/25/2024,Completed,Employed,Yes,Renting,Yes,5,Homicide
64,Male,Separated,Iglesia,Graduate,Taytay,Robbery,0 - Theft,No,Yes,11,9.4,Same,22,3,Verbal Threats,Good,16,No,Yes,No,None,Moderate,Antisocial,Yes,Low,Moderate,Moderate,No,Moderate,Willing,Yes,No,1,Antisocial,With Peers,Yes,Yes,Yes,Alcohol,No,None,Strained,No,Good,5,No,Graduate,Factory,Low,Yes,Regular,No,6/18/2024,Completed,Employed,Yes,With Family,No,22,Robbery
61,Male,Single,Iglesia,None,Santo Angel,Estafa,3 - Illegal Drugs,No,No,5,2,Same,35,0,None,Poor,4,Yes,No,Yes,Art Therapy,High,Narcissistic,No,Low,Low,Low,No,Moderate,Willing,No,Yes,5,Prosocial,With Peers,No,No,Yes,None,No,Frequent,Strained,No,Poor,1,No,None,Construction,Low,Yes,Irregular,Yes,9/21/2022,Parole,Unemployed,No,Homeless,No,35,Estafa
33,Male,Married,Iglesia,Vocational,Santo Angel,Assault,1 - Fraud,No,No,10,8,None,,5,Fighting,Good,21,Yes,No,Yes,None,Very High,Antisocial,Yes,Moderate,Low,Moderate,Some,Low,Resistant,Yes,No,2,Prosocial,With Family,Yes,Yes,Yes,None,Yes,None,Strong,No,,2,No,Vocational,Factory,High,Yes,Regular,No,10/26/2022,None,Unemployed,No,Halfway House,Yes,,
55,Male,Separated,Christian,High School,Pagsawitan,Assault,0 - Theft,No,Yes,14,4.3,Same,16,3,None,Poor,10,No,No,No,Art Therapy,Moderate,BPD,No,Low,Low,High,Some,Moderate,Willing,Yes,No,5,Antisocial,Alone,Yes,Yes,Yes,Alcohol,No,None,Strained,Yes,Good,1,No,High School,Retail,High,Yes,Irregular,No,8/13/2024,Completed,Employed,Yes,Homeless,Yes,16,Assault
54,Female,Married,None,High School,Calios,Robbery,2 - Theft,Yes,No,12,4.7,None,,3,Verbal Threats,Good,23,No,No,Yes,None,Low,BPD,No,High,High,High,No,Low,Resistant,No,Yes,2,Antisocial,Homeless,No,No,No,Both,No,Occasional,Strained,Yes,Good,5,No,High School,Clerk,Medium,Yes,None,No,3/19/2024,Parole,Unemployed,Yes,Halfway House,No,,
23,Male,Single,Muslim,High School,Gatmaitan,Robbery,2 - Assault,No,Yes,12,1.8,Same,10,5,None,Fair,25,Yes,No,Yes,Art Therapy,Moderate,Schizoid,Yes,Moderate,Low,Low,No,Low,Willing,No,No,1,Prosocial,Alone,Yes,No,Yes,Drugs,Yes,Frequent,Strong,No,Poor,3,No,High School,Retail,Low,No,None,No,5/5/2023,None,Unemployed,Yes,Halfway House,No,10,Robbery
42,Female,Single,Catholic,College,Jasaan,Assault,3 - Robbery,No,No,5,1.7,Same,17,5,None,Fair,24,Yes,Yes,No,None,Moderate,Antisocial,Yes,High,Low,Low,Yes,Moderate,Cooperative,Yes,No,2,Antisocial,With Peers,No,Yes,Yes,None,Yes,Frequent,Absent,Yes,,5,Yes,College,Clerk,None,Yes,None,Yes,11/25/2023,None,Employed,Yes,Renting,No,17,Assault
36,Female,Single,Iglesia,High School,Aplaya,Estafa,2 - Assault,Yes,Yes,5,4,Escalation,25,2,Verbal Threats,Fair,30,No,Yes,No,Sports,Very High,BPD,No,Low,High,Moderate,Yes,Low,Resistant,No,Yes,4,Antisocial,Homeless,No,Yes,Yes,None,Yes,None,Absent,No,Poor,0,No,High School,Odd Jobs,None,Yes,None,No,3/23/2022,Completed,Unemployed,Yes,Homeless,No,25,Estafa
45,Female,Single,None,Elementary,Pagsawitan,Estafa,3 - Theft,No,No,11,3.7,Same,6,2,Contraband,Good,26,No,No,Yes,Sports,Low,Narcissistic,Yes,Moderate,High,Moderate,Yes,High,Resistant,No,No,0,Prosocial,Alone,Yes,Yes,Yes,None,Yes,Occasional,Strained,Yes,,5,No,Elementary,Retail,High,Yes,Regular,No,6/26/2020,None,Employed,No,With Family,Yes,6,Estafa
59,Female,Married,None,Elementary,Malinao,Theft,0 - Homicide,Yes,No,11,0.7,None,,0,Fighting,Poor,20,Yes,Yes,Yes,None,Low,Antisocial,Yes,Moderate,High,Low,No,Low,Cooperative,Yes,No,4,Antisocial,With Family,Yes,No,No,Both,No,Frequent,Absent,Yes,Poor,1,Yes,Elementary,Factory,Low,No,Regular,Yes,3/25/2022,Completed,Employed,No,Renting,No,,
33,Male,Married,Catholic,Graduate,Labuin,Estafa,1 - Theft,No,Yes,1,0.5,Same,19,3,None,Poor,4,Yes,Yes,No,None,Very High,Narcissistic,Yes,Low,High,High,Yes,High,Cooperative,No,Yes,5,Prosocial,With Peers,No,Yes,Yes,Alcohol,Yes,None,Strong,No,,4,Yes,Graduate,Retail,Low,No,Regular,Yes,3/22/2020,Completed,Unemployed,Yes,Renting,Yes,19,Estafa
21,Female,Widowed,Christian,Vocational,Bagumbayan,Assault,3 - Theft,Yes,Yes,15,8.3,Same,2,3,Verbal Threats,Good,28,Yes,No,No,Art Therapy,Moderate,Antisocial,Yes,Low,Moderate,Low,Yes,Low,Resistant,No,Yes,3,Antisocial,With Family,No,No,Yes,Both,Yes,Frequent,Absent,No,Good,3,No,Vocational,Odd Jobs,High,Yes,None,No,4/11/2022,Parole,Employed,Yes,Halfway House,Yes,2,Assault
25,Female,Separated,Iglesia,Elementary,Aplaya,Assault,1 - Assault,Yes,Yes,10,9.7,Same,6,3,None,Good,18,No,No,No,Sports,Very High,BPD,Yes,Moderate,Moderate,High,Yes,High,Cooperative,Yes,No,0,Antisocial,Homeless,Yes,No,No,Both,Yes,Occasional,Strained,Yes,Good,4,Yes,Elementary,Clerk,High,Yes,Regular,No,4/21/2022,Parole,Employed,No,Halfway House,Yes,6,Assault
63,Female,Single,Iglesia,Vocational,Aplaya,Illegal Drugs,3 - Illegal Drugs,No,No,12,7.8,None,,0,None,Poor,10,Yes,No,No,Art Therapy,Moderate,None,No,High,Low,High,No,Moderate,Cooperative,Yes,No,2,Prosocial,With Family,No,No,Yes,None,Yes,Frequent,Strained,Yes,,0,No,Vocational,Clerk,Low,Yes,Irregular,No,9/22/2022,Completed,Unemployed,Yes,With Family,No,,
40,Female,Separated,None,College,Taytay,Theft,3 - Homicide,No,No,10,4,None,,5,Verbal Threats,Good,28,No,Yes,Yes,Art Therapy,Moderate,Antisocial,Yes,Low,Low,Moderate,Yes,High,Cooperative,No,Yes,1,Antisocial,With Peers,No,Yes,No,Drugs,No,Occasional,Absent,Yes,Poor,1,Yes,College,Unemployed,Low,No,Irregular,No,8/19/2022,None,Unemployed,No,Halfway House,Yes,,
37,Male,Widowed,Christian,Vocational,San Juan,Assault,0 - Illegal Drugs,No,No,8,7.7,None,,1,Contraband,Good,5,Yes,Yes,Yes,Sports,Low,Antisocial,Yes,Moderate,Moderate,Moderate,Yes,Low,Resistant,Yes,No,2,Antisocial,With Peers,No,Yes,No,None,Yes,Occasional,Strained,Yes,Poor,2,Yes,Vocational,Unemployed,Medium,No,Irregular,No,11/5/2024,None,Unemployed,No,With Family,No,,
20,Male,Single,Muslim,None,Calios,Robbery,1 - Estafa,No,Yes,6,0.8,None,,1,Fighting,Fair,6,Yes,Yes,No,None,Low,Schizoid,No,Low,Moderate,Moderate,No,High,Resistant,Yes,No,3,Antisocial,Homeless,No,No,No,None,No,Occasional,Strained,No,Poor,4,Yes,None,Odd Jobs,High,No,Irregular,No,12/14/2021,None,Unemployed,Yes,With Family,Yes,,
31,Female,Separated,None,High School,Santo Angel,Robbery,3 - Theft,Yes,No,11,10.1,Escalation,12,4,None,Poor,18,Yes,Yes,Yes,Art Therapy,High,Schizoid,No,Low,Moderate,High,Some,Moderate,Resistant,No,Yes,0,Antisocial,Alone,No,No,No,None,No,Occasional,Strong,No,,5,Yes,High School,Unemployed,None,No,Irregular,Yes,12/12/2024,None,Unemployed,No,Halfway House,No,12,Robbery
62,Male,Widowed,None,Graduate,Labuin,Theft,2 - Illegal Drugs,Yes,Yes,6,3,None,,1,Contraband,Good,1,No,No,No,None,High,None,No,Moderate,High,High,Yes,High,Cooperative,Yes,Yes,4,Antisocial,With Peers,No,No,No,Drugs,Yes,None,Absent,No,Good,0,Yes,Graduate,Factory,Medium,No,Irregular,No,3/4/2022,Parole,Employed,Yes,Renting,Yes,,
44,Female,Single,Catholic,Elementary,Malinao,Theft,3 - Assault,No,No,3,2.5,None,,4,Contraband,Good,22,No,Yes,Yes,Sports,Moderate,BPD,Yes,Moderate,Low,Low,Yes,Low,Willing,Yes,Yes,0,Prosocial,Homeless,Yes,Yes,Yes,None,Yes,Occasional,Strong,No,Good,0,No,Elementary,Clerk,None,Yes,Regular,Yes,4/6/2024,None,Unemployed,Yes,With Family,Yes,,
65,Female,Widowed,Muslim,Elementary,Taytay,Robbery,1 - Robbery,Yes,Yes,14,8.3,Same,34,1,Fighting,Fair,5,Yes,Yes,Yes,None,Very High,Antisocial,Yes,Moderate,High,Low,Yes,Moderate,Willing,No,Yes,4,Antisocial,Homeless,Yes,No,Yes,Both,Yes,None,Strong,No,Poor,5,No,Elementary,Factory,None,Yes,Irregular,No,7/10/2020,Completed,Unemployed,No,Renting,No,34,Robbery
